slug,url,final_url,status,classification,business_name,business_indicators,error_indicators,indicators_found,error_indicators_found,page_title,content_length,load_time,content_preview,tested_at
NzEw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEw,ACTIVE,ACTIVE_BUSINESS,RenIVate,1,1,['select'],['error'],RenIVate,35723,2.4365968704223633,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>renivate</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""ht",2025-06-22T11:40:43.521178
NzEx,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEx,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEx,ACTIVE,ACTIVE_BUSINESS,The DRIPBaR Direct - Location,2,1,"['select', 'dripbar']",['error'],The DRIPBaR Direct - Nashville,35789,2.8673479557037354,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>the dripbar direct - nashville</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel",2025-06-22T11:40:46.494304
NzEy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEy,ACTIVE,ACTIVE_BUSINESS,Valor Wellness,2,1,"['select', 'wellness']",['error'],Valor Wellness,35741,2.6437292098999023,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>valor wellness</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" hr",2025-06-22T11:40:49.239574
NzEz,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzEz,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/eo07y,ACTIVE,ACTIVE_BUSINESS,Von Health,3,1,"['service', 'select', 'health']",['error'],Von Health,31552,2.4084510803222656,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>von health</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""",2025-06-22T11:40:51.753286
NzE0,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/eo07y,ACTIVE,ACTIVE_BUSINESS,Von Health,8,1,"['service', 'therapy', 'select', 'weight loss', 'injection', 'semaglutide', 'tirzepatide', 'health']",['error'],Von Health,50136,3.8689229488372803,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>von health</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""",2025-06-22T11:40:55.725174
NzE1,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE1,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/v5pbs,ERROR_PAGE,EMPTY_TITLE_INVALID_URL,,1,1,['select'],['error'],,26918,2.833589792251587,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title></title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""https://fo",2025-06-22T11:40:58.664068
NzE2,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE2,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/v5pbs,ERROR_PAGE,EMPTY_TITLE_INVALID_URL,,1,2,['select'],"['error', ""the link you've opened isn't working as expected""]",,32421,3.6868109703063965,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title></title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""https://fo",2025-06-22T11:41:02.451899
NzE3,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE3,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/ip79x,ERROR_PAGE,EMPTY_TITLE_INVALID_URL,,1,1,['select'],['error'],,26994,8.912580966949463,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title></title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=""https://fo",2025-06-22T11:41:11.470069
NzE4,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE4,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/ip79x,ACTIVE,ACTIVE_BUSINESS,B-More Beautiful,5,1,"['service', 'select', 'injection', 'semaglutide', 'tirzepatide']",['error'],B-More Beautiful,42369,4.998428106307983,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>b-more beautiful</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" ",2025-06-22T11:41:16.571772
NzE5,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzE5,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/of62v,ACTIVE,ACTIVE_BUSINESS,The DRIPBaR Direct - Location,10,1,"['book', 'service', 'therapy', 'booking', 'select', 'weight loss', 'injection', 'dripbar', 'semaglutide', 'tirzepatide']",['error'],The DRIPBaR Direct - Johnstown,52853,5.41307806968689,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>the dripbar direct - johnstown</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel",2025-06-22T11:41:22.090952
NzIw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIw,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIw,ACTIVE,ACTIVE_BUSINESS,The Hydro Drip Bar,1,1,['select'],['error'],The Hydro Drip Bar,35753,5.106971740722656,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>the hydro drip bar</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet",2025-06-22T11:41:27.304191
NzIx,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIx,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIx,ACTIVE,ACTIVE_BUSINESS,Drip Suites,1,1,['select'],['error'],Drip Suites,35732,2.102903127670288,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>drip suites</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""stylesheet"" href=",2025-06-22T11:41:29.513009
NzIy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIy,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/vd42s,ACTIVE,ACTIVE_BUSINESS,The DRIPBaR Direct - Location,5,1,"['book', 'service', 'booking', 'select', 'dripbar']",['error'],The DRIPBaR Direct - Boston,30830,3.326968193054199,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>the dripbar direct - boston</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""s",2025-06-22T11:41:32.941943
NzIz,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzIz,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/vd42s,ACTIVE,ACTIVE_BUSINESS,The DRIPBaR Direct - Location,10,1,"['book', 'service', 'therapy', 'booking', 'select', 'weight loss', 'injection', 'dripbar', 'semaglutide', 'tirzepatide']",['error'],The DRIPBaR Direct - Boston,54251,8.37538194656372,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>the dripbar direct - boston</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""stylesheet""><link rel=""s",2025-06-22T11:41:41.423580
NzI0,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NzI0,https://vsdigital-bookingwidget-prod.azurewebsites.net/widget-business/im72r,ACTIVE,ACTIVE_BUSINESS,Revitalize Trim Spa & Wellness Center (MI),2,1,"['select', 'wellness']",['error'],Revitalize Trim Spa & Wellness Center (MI),26970,3.162429094314575,"<html lang=""en"" style=""--default-icon-primary: #2b515c;""><head><meta charset=""utf-8""><title>revitalize trim spa &amp; wellness center (mi)</title><link rel=""preconnect"" href=""https://fonts.googleapis.com""><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin=""""><link href=""https://fonts.googleapis.com/css2?family=inter:ital,opsz,wght@0,14..32,100..900;1,14..32,100..900&amp;display=swap"" rel=""stylesheet""><link href=""https://fonts.googleapis.com/icon?family=material+icons"" rel=""style",2025-06-22T11:41:44.691895
